date,year,month,day,etc_etId,etc_est,etr_agrimet,etr_etId,etr_est,etr_ce,etc_agrimet
6/8/10,2010,6,8,5.56,5.78202486,5.84,5.68,5.76,7.32,6.10
6/9/10,2010,6,9,5.34,5.549801826,5.33,5.44,5.50,7.06,5.33
6/10/10,2010,6,10,5.65,5.899587154,5.84,5.75,5.81,4.89,7.11
6/11/10,2010,6,11,5.07,5.332169533,5.08,5.16,5.22,6.48,6.10
6/12/10,2010,6,12,3.46,3.633539677,3.56,3.51,3.55,5.04,3.81
6/13/10,2010,6,13,5.95,6.276651859,6.10,6,6.10,7.13,6.35
6/14/10,2010,6,14,8.31,8.47747612,7.87,7.97,8.03,8.39,7.87
6/15/10,2010,6,15,6.97,7.126855373,6.60,6.63,6.71,7.44,6.60
6/16/10,2010,6,16,5.74,5.837648869,5.33,5.43,5.45,4.45,6.10
6/17/10,2010,6,17,6.78,6.995375156,6.35,6.47,6.51,7.01,7.62
6/18/10,2010,6,18,7.99,8.342213631,7.62,7.67,7.73,9.07,7.87
6/19/10,2010,6,19,7.67,8.058853149,7.37,7.37,7.46,8.48,6.86
6/20/10,2010,6,20,6.75,7.104942322,6.60,6.5,6.58,6.62,6.86
6/21/10,2010,6,21,6.31,6.659766197,6.10,6.09,6.17,7.20,7.11
6/22/10,2010,6,22,8.61,9.080086708,8.38,8.33,8.41,8.01,8.64
6/23/10,2010,6,23,9.19,9.724967003,8.89,8.91,9.00,11.01,8.64
6/24/10,2010,6,24,7.47,7.921291828,7.11,7.24,7.33,9.27,6.86
6/25/10,2010,6,25,7.51,7.972140312,7.37,7.29,7.38,8.13,7.37
6/26/10,2010,6,26,9.44,9.968419075,9.14,9.17,9.23,9.04,9.40
6/27/10,2010,6,27,10.09,10.63000107,9.65,9.79,9.84,9.98,9.65
6/28/10,2010,6,28,10.51,11.06581306,10.16,10.2,10.25,10.82,9.91
6/29/10,2010,6,29,7.86,8.324110031,7.62,7.63,7.71,8.96,7.62
6/30/10,2010,6,30,8.86,9.400341988,8.64,8.6,8.72,9.32,9.14
7/1/10,2010,7,1,8.23,8.732311249,8.13,7.99,8.11,9.19,8.89
7/2/10,2010,7,2,9.4,9.493531227,8.64,8.71,8.79,7.46,9.40
7/3/10,2010,7,3,8.89,8.940704346,8.13,8.23,8.28,7.22,9.65
7/4/10,2010,7,4,9.82,9.958176613,9.14,9.16,9.22,8.26,9.65
7/5/10,2010,7,5,9.66,9.99660778,9.14,9.19,9.26,8.94,9.40
7/6/10,2010,7,6,7.52,7.827304363,7.11,7.22,7.26,6.90,7.87
7/7/10,2010,7,7,9.38,9.727834702,8.89,9.05,9.07,9.70,9.14
7/8/10,2010,7,8,9.52,9.912774086,9.14,9.19,9.29,11.55,8.89
7/9/10,2010,7,9,7.11,7.407025337,6.86,6.88,6.97,8.86,6.86
7/10/10,2010,7,10,8.26,8.613295555,7.87,8.01,8.13,8.95,8.13
7/11/10,2010,7,11,9.68,10.0408535,9.40,9.39,9.50,9.66,9.40
7/12/10,2010,7,12,9.84,10.16156483,9.40,9.55,9.65,12.46,9.65
7/13/10,2010,7,13,10.51,10.78102207,10.16,10.2,10.27,12.43,10.67
7/14/10,2010,7,14,7.97,8.109971046,7.62,7.74,7.75,9.14,8.89
7/15/10,2010,7,15,9.05,9.212044716,8.64,8.79,8.82,9.44,9.14
7/16/10,2010,7,16,9.23,9.49842453,8.89,8.99,9.11,10.21,8.64
7/17/10,2010,7,17,9.74,10.05447865,9.40,9.54,9.66,13.41,8.89
7/18/10,2010,7,18,10.03,10.2711544,9.40,9.43,9.51,12.60,9.40
7/19/10,2010,7,19,11.65,11.95280647,10.92,11,11.07,13.25,11.18
7/20/10,2010,7,20,8.57,9.039182663,8.13,8.29,8.37,8.24,8.89
7/21/10,2010,7,21,7.22,7.818637848,7.37,7.16,7.25,8.42,7.62
7/22/10,2010,7,22,9.14,9.816397667,9.40,9.22,9.31,11.67,9.40
7/23/10,2010,7,23,10.05,10.76744843,10.16,10.3,10.36,12.61,10.16
7/24/10,2010,7,24,8.63,9.330306053,8.89,9.08,9.11,10.58,9.14
7/25/10,2010,7,25,7.04,7.821096897,7.62,7.62,7.74,7.73,7.87
7/26/10,2010,7,26,5.95,6.636497974,6.60,6.62,6.68,6.27,6.35
7/27/10,2010,7,27,5.78,6.600032806,6.86,6.69,6.79,6.81,7.11
7/28/10,2010,7,28,5.3,6.169703484,6.35,6.36,6.45,9.47,6.60
7/29/10,2010,7,29,4.18,5.129138947,5.33,5.33,5.41,7.24,5.84
7/30/10,2010,7,30,4.87,6.421252728,6.86,6.79,6.88,9.14,6.86
7/31/10,2010,7,31,6.51,9.060679436,10.41,10.2,10.27,9.33,9.65
8/1/10,2010,8,1,4.79,6.85735321,8.64,8.52,8.62,11.01,8.64
8/2/10,2010,8,2,3.84,1.574759483,7.62,7.73,7.81,7.18,8.13
8/3/10,2010,8,3,3.88,1.36802268,9.14,9.04,9.12,11.13,8.89
8/4/10,2010,8,4,3.27,1.285446882,8.38,8.48,8.57,7.58,8.64
8/5/10,2010,8,5,2.73,1.067655444,7.37,7.04,7.12,9.85,7.11
8/6/10,2010,8,6,2.58,1.463726163,7.87,7.72,7.79,9.91,7.37
8/7/10,2010,8,7,1.97,1.033843637,6.86,6.8,6.89,9.85,7.11
8/8/10,2010,8,8,1.6,0.960157275,6.35,6.31,6.40,7.09,6.60
8/9/10,2010,8,9,1.4,0.837710142,5.59,5.53,5.58,6.59,5.59
8/10/10,2010,8,10,1.6,1.349893212,7.62,7.62,7.71,9.52,7.62
8/11/10,2010,8,11,1.1,0.971366048,6.35,6.43,6.48,8.10,6.35
8/12/10,2010,8,12,1.01,0.989466369,6.60,6.53,6.60,6.96,7.11
8/13/10,2010,8,13,0.98,1.082576871,7.11,7.13,7.22,8.32,7.11
8/14/10,2010,8,14,1.06,1.313557506,8.89,8.74,8.76,7.91,8.64
8/15/10,2010,8,15,0.92,1.325737476,8.89,8.76,8.84,11.07,8.13
8/16/10,2010,8,16,0.66,1.094780684,7.11,7.21,7.30,8.80,6.86
8/17/10,2010,8,17,0.6,1.16620326,7.62,7.74,7.77,8.90,7.37
8/18/10,2010,8,18,0.57,1.34681344,8.89,8.98,8.98,12.13,8.38
8/19/10,2010,8,19,0.38,1.112631679,7.37,7.36,7.42,9.58,7.37
8/20/10,2010,8,20,0.36,1.091824532,7.37,7.22,7.28,8.27,7.37
8/21/10,2010,8,21,0.34,1.015568376,6.60,6.7,6.77,10.84,6.35
8/22/10,2010,8,22,0.25,0.761376023,5.08,5.04,5.08,7.52,5.08
8/23/10,2010,8,23,0.62,0.928287625,6.10,6.15,6.19,7.23,6.86
8/24/10,2010,8,24,0.27,1.021281362,6.86,6.8,6.81,8.24,6.86
8/25/10,2010,8,25,0.28,1.18139255,7.87,7.87,7.88,9.92,7.11
8/26/10,2010,8,26,0.28,1.313809514,8.64,8.65,8.76,11.49,7.37
8/27/10,2010,8,27,0.25,1.328114033,8.89,8.8,8.85,8.59,8.64
8/28/10,2010,8,28,0.14,0.800303757,5.33,5.3,5.34,7.09,5.84
8/29/10,2010,8,29,0.11,0.698602259,4.57,4.62,4.66,3.89,5.33
8/30/10,2010,8,30,0.11,0.734508872,4.83,4.86,4.90,4.62,5.08
8/31/10,2010,8,31,0.1,0.717726171,4.83,4.73,4.78,5.22,4.83
9/1/10,2010,9,1,0.12,0.907379568,6.10,6,6.05,6.92,5.59
9/2/10,2010,9,2,0.11,0.939974904,6.35,6.26,6.27,8.38,5.84
9/3/10,2010,9,3,0.12,1.066441417,7.11,7.08,7.11,9.61,6.35
9/4/10,2010,9,4,0.11,1.053339005,6.86,7,7.02,11.09,6.35
9/5/10,2010,9,5,0.1,1.106574297,7.37,7.36,7.38,7.24,7.87
9/6/10,2010,9,6,0.06,0.727061272,4.83,4.86,4.85,5.65,5.33
9/7/10,2010,9,7,0.08,1.02239728,6.86,6.8,6.82,9.84,6.35
9/8/10,2010,9,8,0.06,0.802457094,5.33,5.32,5.35,7.30,4.57
9/9/10,2010,9,9,1.72,0.477419049,3.05,2.96,2.99,2.15,3.30
9/10/10,2010,9,10,2.24,1.484229565,4.83,4.91,4.91,4.97,5.08
9/11/10,2010,9,11,1.08,1.056276321,5.08,5.09,5.06,5.44,4.83
9/12/10,2010,9,12,0.65,1.058458805,6.35,6.18,6.17,5.86,5.33
9/13/10,2010,9,13,0.28,0.834797502,5.33,5.3,5.39,7.32,4.83
9/14/10,2010,9,14,0.2,0.764519632,5.08,4.99,5.04,7.33,4.57
9/15/10,2010,9,15,0.19,0.851357758,5.59,5.61,5.65,6.39,5.33
9/16/10,2010,9,16,0.16,0.825189471,5.59,5.43,5.49,8.12,4.83
9/17/10,2010,9,17,0.17,0.916619897,6.10,6.03,6.11,5.92,5.33
9/18/10,2010,9,18,0.15,0.914380908,6.10,6.01,6.10,6.55,5.33
9/19/10,2010,9,19,0.15,0.939444304,6.10,6.25,6.26,9.12,5.59
9/20/10,2010,9,20,0.1,0.709056973,4.83,4.71,4.73,6.05,5.08
9/21/10,2010,9,21,0.1,0.723426521,4.83,4.83,4.82,5.30,4.83
9/22/10,2010,9,22,0.09,0.726474285,4.83,4.8,4.84,6.51,4.57
9/23/10,2010,9,23,0.09,0.803018451,5.33,5.3,5.35,7.40,4.83
9/24/10,2010,9,24,0.08,0.737716496,4.83,4.88,4.92,5.84,4.57
9/25/10,2010,9,25,0.09,0.850318849,5.84,5.66,5.67,6.52,4.83
9/26/10,2010,9,26,0.08,0.829358041,5.59,5.42,5.53,8.37,4.83
9/27/10,2010,9,27,0.07,0.834691107,5.59,5.57,5.56,5.78,4.83
9/28/10,2010,9,28,0.07,0.90204519,6.10,6.04,6.01,9.03,5.08
9/29/10,2010,9,29,0.06,0.818079889,5.59,5.45,5.45,6.28,4.83
9/30/10,2010,9,30,0.07,1.03196764,7.11,6.88,6.88,6.30,5.84
10/1/10,2010,10,1,0.06,0.946858704,6.60,6.26,6.31,7.87,5.33
10/2/10,2010,10,2,0.05,0.895062864,6.10,5.88,5.97,7.45,5.08
10/3/10,2010,10,3,0.05,0.87432915,5.84,5.75,5.83,9.46,4.32
10/4/10,2010,10,4,0.02,0.309581727,2.03,2,2.06,2.83,2.29
10/5/10,2010,10,5,0.94,0.45504576,1.52,1.49,1.55,2.30,2.03
10/6/10,2010,10,6,1.97,1.109541297,3.81,3.73,3.80,4.21,3.30
10/7/10,2010,10,7,0.92,0.766956627,3.05,2.83,2.90,4.18,2.29
10/8/10,2010,10,8,0.6,0.704135835,2.79,2.65,2.73,4.03,2.79
10/9/10,2010,10,9,0.4,0.613217592,2.54,2.44,2.52,4.08,2.54
10/10/10,2010,10,10,0.4,0.748311758,3.30,3.15,3.23,4.14,2.79
10/11/10,2010,10,11,0.99,0.858300865,3.81,3.88,3.93,1.89,3.81
10/12/10,2010,10,12,0.53,0.914784729,3.05,3.1,3.12,3.86,3.30
10/13/10,2010,10,13,0.55,1.236490488,4.57,4.57,4.57,6.11,4.06
10/14/10,2010,10,14,0.38,1.226941228,5.08,5.07,5.05,6.58,3.81
10/15/10,2010,10,15,0.18,0.82534045,3.81,3.65,3.76,5.76,2.79
10/16/10,2010,10,16,0.13,0.655515671,3.30,3.07,3.18,4.34,2.54
10/17/10,2010,10,17,0.11,0.581628263,3.05,2.85,2.95,3.21,2.54
10/18/10,2010,10,18,0.11,0.64879477,3.30,3.36,3.41,4.54,3.30
10/19/10,2010,10,19,0.11,0.661872089,3.56,3.57,3.61,4.84,3.30
10/20/10,2010,10,20,0.14,0.835862219,4.83,4.69,4.71,3.74,3.81
10/21/10,2010,10,21,0.09,0.569286704,3.30,3.3,3.33,3.60,2.79
10/22/10,2010,10,22,0.11,0.754244924,4.32,4.39,4.50,6.14,3.05
10/23/10,2010,10,23,0.25,0.277953357,1.78,1.65,1.70,2.49,1.27
10/24/10,2010,10,24,1.1,0.467530876,2.03,1.71,1.97,-0.47,1.27
10/25/10,2010,10,25,1.94,1.155733824,2.79,2.77,2.83,2.10,3.05
10/26/10,2010,10,26,1.2,0.652443409,1.78,1.71,1.75,2.64,1.78
10/27/10,2010,10,27,1.72,0.934965134,2.54,2.45,2.48,2.98,2.29
10/28/10,2010,10,28,2.29,1.178393841,3.56,3.27,3.37,5.57,2.54
10/29/10,2010,10,29,1.41,0.676975429,2.29,2.01,2.14,3.87,1.52
10/30/10,2010,10,30,0.94,0.452979058,1.52,1.46,1.52,3.31,1.02
10/31/10,2010,10,31,1.01,0.638816714,2.03,2.03,2.15,2.78,1.52
11/1/10,2010,11,1,0.64,0.666630268,2.29,2.2,2.38,3.01,2.03
11/2/10,2010,11,2,0.4,0.568947017,2.03,2.01,2.15,3.07,1.78
11/3/10,2010,11,3,0.74,1.11525476,4.32,4.3,4.41,4.50,3.30
11/4/10,2010,11,4,0.5,1.007746577,4.57,4.19,4.38,4.76,3.05
11/5/10,2010,11,5,0.18,0.629000604,3.05,2.74,2.96,4.93,2.29
11/6/10,2010,11,6,0.21,0.751031101,3.81,3.51,3.69,4.31,2.54
11/7/10,2010,11,7,1.53,0.692715585,3.56,3.46,3.58,3.06,2.29
11/8/10,2010,11,8,0.91,0.496639282,1.52,1.53,1.58,0.52,2.03
11/9/10,2010,11,9,1.12,0.907705426,2.03,2.11,2.17,2.44,2.29
11/10/10,2010,11,10,0.33,0.243058145,0.51,0.57,0.62,1.19,0.76
11/11/10,2010,11,11,0.48,0.448488921,1.02,0.9,0.95,1.66,0.76
11/12/10,2010,11,12,0.62,0.652197182,1.27,1.33,1.44,1.74,1.02
11/13/10,2010,11,13,0.49,0.589687765,1.27,1.3,1.36,2.59,1.02
11/14/10,2010,11,14,0.3,0.462551773,1.02,0.98,1.12,2.93,0.51
11/15/10,2010,11,15,0.78,1.040826201,2.54,2.48,2.61,2.76,1.78
11/16/10,2010,11,16,0.6,0.98320514,2.29,2.39,2.51,3.07,2.03
11/17/10,2010,11,17,0.36,0.800630331,2.03,1.99,2.16,3.09,1.52
11/18/10,2010,11,18,0.99,2.002966166,5.59,5.71,5.78,4.95,3.56
11/19/10,2010,11,19,0.25,0.286403,1.02,0.91,0.99,1.20,1.02
11/20/10,2010,11,20,0.4,0.270961761,0.76,0.66,0.73,-0.09,0.76
11/21/10,2010,11,21,0.37,0.323889732,0.76,0.6,0.65,0.36,0.76
11/22/10,2010,11,22,0.68,0.701794624,1.27,1.12,1.20,0.94,1.02
11/23/10,2010,11,23,1.01,1.122796774,1.52,1.65,1.68,0.29,1.78
11/24/10,2010,11,24,0.26,0.537771821,0.76,0.69,0.75,0.15,1.02
11/25/10,2010,11,25,0.46,0.592957973,0.76,0.76,0.85,0.62,0.76
11/26/10,2010,11,26,0.56,0.65823561,1.02,0.92,0.98,0.85,0.76
11/27/10,2010,11,27,0.31,0.581122518,0.76,0.82,0.90,0.63,0.25
11/28/10,2010,11,28,0.52,0.885167241,1.27,1.35,1.42,-0.33,1.02
11/29/10,2010,11,29,0.25,0.427883178,0.76,0.64,0.72,0.06,0.76
11/30/10,2010,11,30,0.19,0.327926695,0.51,0.49,0.57,0.71,0.51
12/1/10,2010,12,1,0.13,0.171421498,0.25,0.21,0.30,0.53,0.00
12/2/10,2010,12,2,0.56,0.744530678,1.02,0.94,1.05,0.74,0.25
12/3/10,2010,12,3,0.31,0.519928157,0.51,0.51,0.65,0.50,0.25
12/4/10,2010,12,4,0.16,0.290927857,0.25,0.26,0.32,0.86,0.25
12/5/10,2010,12,5,0.33,0.725856364,0.76,0.54,0.74,0.66,0.51
12/6/10,2010,12,6,0.56,0.960087419,1.02,0.92,1.01,1.11,0.51
12/7/10,2010,12,7,0.31,0.668571055,0.51,0.5,0.67,0.99,0.51
12/8/10,2010,12,8,0.72,1.24857831,1.27,1.18,1.25,1.18,0.76
12/9/10,2010,12,9,0.46,0.880144656,0.76,0.76,0.90,1.12,0.25
12/10/10,2010,12,10,0.74,1.367246628,1.27,1.21,1.37,1.17,0.76
12/11/10,2010,12,11,0.28,0.594414115,0.51,0.47,0.59,1.52,0.51
12/12/10,2010,12,12,0.51,1.09510088,1.02,0.83,1.10,1.44,0.51
12/13/10,2010,12,13,0.47,0.971912563,1.02,0.77,0.97,1.41,0.51
12/14/10,2010,12,14,0.78,1.526972771,1.52,1.28,1.53,0.12,0.76
12/15/10,2010,12,15,0.56,1.06511426,1.02,0.91,1.07,0.87,1.02
12/16/10,2010,12,16,0.51,0.952113569,0.76,0.83,0.97,1.03,1.02
12/17/10,2010,12,17,0.67,1.137185335,1.27,1.09,1.20,1.56,1.02
12/18/10,2010,12,18,0.6,0.946018577,1.02,0.99,1.06,1.25,0.51
12/19/10,2010,12,19,0.73,1.303363085,1.27,1.2,1.31,0.42,0.25
12/20/10,2010,12,20,0.45,0.851897955,0.76,0.73,0.85,0.93,0.25
12/21/10,2010,12,21,0.56,1.073920131,1.02,0.93,1.07,1.58,0.76
12/22/10,2010,12,22,0.34,0.628303587,0.51,0.55,0.63,1.41,0.51
12/23/10,2010,12,23,0.21,0.618308425,0.51,0.35,0.63,0.70,0.25
12/24/10,2010,12,24,0.39,0.783445716,0.76,0.64,0.82,1.38,0.51
12/25/10,2010,12,25,0.59,0.995156169,1.02,0.96,1.08,2.28,0.76
12/26/10,2010,12,26,0.79,1.323888302,1.27,1.29,1.51,1.63,0.76
12/27/10,2010,12,27,0.65,1.128725767,1.27,1.06,1.27,1.44,0.76
12/28/10,2010,12,28,0.44,0.684204996,0.76,0.72,0.81,0.89,0.51
12/29/10,2010,12,29,0.81,1.224853516,1.27,1.33,1.38,2.69,1.02
12/30/10,2010,12,30,0.52,0.870364547,0.76,0.85,0.90,-0.10,1.02
12/31/10,2010,12,31,0.35,0.569489539,0.51,0.58,0.61,0.57,0.76
1/1/11,2011,1,1,0.32,0.568931758,0.51,0.53,0.63,0.64,0.51
1/2/11,2011,1,2,0.44,0.691648662,0.76,0.72,0.78,0.82,0.51
1/3/11,2011,1,3,0.24,0.46404627,0.51,0.4,0.54,0.40,0.25
1/4/11,2011,1,4,0.21,0.408056647,0.51,0.34,0.49,0.52,0.25
1/5/11,2011,1,5,0.26,0.499786228,0.51,0.43,0.61,0.80,0.00
1/6/11,2011,1,6,0.49,0.772700012,1.02,0.81,0.96,0.62,0.51
1/7/11,2011,1,7,0.45,0.70017904,0.76,0.73,0.90,0.73,0.51
1/8/11,2011,1,8,0.55,0.716240883,1.02,0.9,0.96,0.97,0.51
1/9/11,2011,1,9,0.56,0.744916439,1.02,0.94,1.04,0.55,0.76
1/10/11,2011,1,10,0.46,0.578024566,0.76,0.76,0.84,0.84,0.51
1/11/11,2011,1,11,0.51,0.59888345,0.76,0.83,0.90,0.61,0.76
1/12/11,2011,1,12,0.53,0.583962798,1.02,0.86,0.91,1.06,0.25
1/13/11,2011,1,13,0.27,0.363955885,0.51,0.44,0.59,0.92,0.00
1/14/11,2011,1,14,0.56,0.852222383,1.02,0.92,1.11,0.62,0.00
1/15/11,2011,1,15,0.54,0.78537786,1.02,0.89,1.07,1.21,0.25
1/16/11,2011,1,16,0.38,0.499716491,0.76,0.63,0.71,0.93,0.00
1/17/11,2011,1,17,1.31,1.870565057,2.29,2.14,2.33,1.26,1.52
1/18/11,2011,1,18,0.76,0.999956846,1.27,1.25,1.37,1.89,1.27
1/19/11,2011,1,19,0.35,0.507783055,0.76,0.58,0.67,1.21,1.02
1/20/11,2011,1,20,0.65,0.986323237,1.02,1.06,1.19,1.28,1.27
1/21/11,2011,1,21,0.5,0.724830627,1.02,0.82,0.92,1.22,0.51
1/22/11,2011,1,22,0.83,1.141963601,1.27,1.36,1.46,0.75,1.02
1/23/11,2011,1,23,1.2,1.570121646,2.03,1.97,2.13,1.32,1.27
1/24/11,2011,1,24,0.4,0.540225148,0.76,0.66,0.80,1.65,0.76
1/25/11,2011,1,25,0.16,0.25436455,0.25,0.27,0.38,1.49,0.25
1/26/11,2011,1,26,0.3,0.404715806,0.51,0.49,0.60,1.08,0.51
1/27/11,2011,1,27,0.42,0.524077654,0.76,0.68,0.79,1.05,0.76
1/28/11,2011,1,28,0.59,0.728022039,1.02,0.97,1.13,1.27,1.02
1/29/11,2011,1,29,0.46,0.546602726,0.76,0.75,0.89,1.08,1.02
1/30/11,2011,1,30,0.13,0.209354192,0.25,0.22,0.35,1.04,0.25
1/31/11,2011,1,31,0.84,0.858451843,1.52,1.38,1.46,1.10,1.27
2/1/11,2011,2,1,0.95,0.873212576,1.52,1.55,1.58,1.33,1.52
2/2/11,2011,2,2,0.32,0.555335701,1.02,1.01,1.06,0.93,1.02
2/3/11,2011,2,3,0.28,0.632294178,1.27,1.2,1.26,1.16,1.02
2/4/11,2011,2,4,0.21,0.585704088,1.27,1.13,1.22,1.67,0.51
2/5/11,2011,2,5,0.73,1.351427674,3.05,2.86,2.94,1.75,1.52
2/6/11,2011,2,6,0.11,0.485775173,1.27,1.11,1.17,1.87,0.76
2/7/11,2011,2,7,0.23,0.939473331,2.29,2.27,2.35,1.53,1.78
2/8/11,2011,2,8,0.1,0.404103637,1.02,1.05,1.09,1.43,1.02
2/9/11,2011,2,9,0.26,0.641564012,1.78,1.74,1.79,1.19,1.52
2/10/11,2011,2,10,0.22,0.569498479,1.52,1.63,1.68,1.28,1.52
2/11/11,2011,2,11,0.21,0.542206168,1.52,1.6,1.68,1.53,1.27
2/12/11,2011,2,12,0.49,0.852172792,2.79,2.63,2.76,2.25,1.78
2/13/11,2011,2,13,0.39,0.841025591,2.79,2.83,2.93,3.58,1.52
2/14/11,2011,2,14,0.57,1.012194633,4.06,3.71,3.79,3.89,2.29
2/15/11,2011,2,15,1.02,1.430307627,5.84,5.8,5.84,3.73,3.56
2/16/11,2011,2,16,0.2,0.873278975,4.06,3.99,4.02,3.59,2.79
2/17/11,2011,2,17,0.11,0.469116837,2.29,2.25,2.30,3.11,2.03
2/18/11,2011,2,18,0.15,0.298602879,1.52,1.47,1.51,2.01,1.27
2/19/11,2011,2,19,0.42,0.4796561,2.29,2.32,2.36,2.79,1.52
2/20/11,2011,2,20,0.1,0.217587143,1.02,0.95,0.98,1.52,1.02
2/21/11,2011,2,21,0.12,0.292964697,1.27,1.3,1.34,1.55,1.27
2/22/11,2011,2,22,0.23,0.439328223,2.03,2.02,2.05,1.64,1.78
2/23/11,2011,2,23,0.17,0.366191626,1.78,1.66,1.68,2.87,1.27
2/24/11,2011,2,24,0.56,0.274269789,1.27,1.27,1.30,2.30,1.02
2/25/11,2011,2,25,0.23,0.127279386,0.51,0.4,0.42,1.23,0.76
2/26/11,2011,2,26,0.51,0.3516801,0.76,0.83,0.83,0.67,1.27
2/27/11,2011,2,27,1.09,0.730922341,1.78,1.78,1.76,1.55,1.78
2/28/11,2011,2,28,1.2,0.775718629,2.03,1.96,1.98,2.08,1.27
3/1/11,2011,3,1,1.1,0.753908873,2.03,2.07,2.05,2.89,1.52
3/2/11,2011,3,2,0.94,0.55840081,1.52,1.59,1.62,2.36,0.76
3/3/11,2011,3,3,1.01,0.768727601,1.78,1.65,1.70,2.07,1.27
3/4/11,2011,3,4,1.17,0.976686776,2.03,1.91,1.98,2.25,1.78
3/5/11,2011,3,5,1,0.779632568,1.78,1.66,1.69,2.44,1.27
3/6/11,2011,3,6,0.62,0.46246931,1.02,1.01,1.04,1.74,1.02
3/7/11,2011,3,7,0.42,0.389997274,0.76,0.69,0.71,1.39,1.02
3/8/11,2011,3,8,0.85,0.952870965,1.52,1.39,1.41,1.14,1.52
3/9/11,2011,3,9,1.22,1.490151048,2.03,2,2.07,1.61,1.78
3/10/11,2011,3,10,1.85,2.016444206,3.05,3.03,3.06,3.32,1.52
3/11/11,2011,3,11,1.49,1.690957069,2.54,2.44,2.49,2.38,2.29
3/12/11,2011,3,12,1,1.03105998,1.78,1.63,1.68,2.48,1.78
3/13/11,2011,3,13,2.11,2.021051884,3.56,3.45,3.51,3.13,2.79
3/14/11,2011,3,14,1.28,1.068344831,2.03,2.09,2.13,2.47,2.03
3/15/11,2011,3,15,1.01,0.974182844,1.78,1.65,1.69,2.84,1.27
3/16/11,2011,3,16,0.62,0.677558243,1.02,1.02,1.07,1.58,1.02
3/17/11,2011,3,17,1.68,2.110505342,2.79,2.75,2.80,3.17,2.79
3/18/11,2011,3,18,1.75,1.932567239,2.79,2.86,2.88,4.51,2.03
3/19/11,2011,3,19,1.28,1.264966965,2.03,2.1,2.12,3.32,1.78
3/20/11,2011,3,20,1.64,1.609739184,2.79,2.69,2.70,4.39,1.78
3/21/11,2011,3,21,1.46,1.326880932,2.54,2.39,2.46,4.17,1.52
3/22/11,2011,3,22,1.41,1.416321158,2.29,2.31,2.34,3.50,2.54
3/23/11,2011,3,23,1.88,1.873593688,3.05,3.08,3.10,4.20,2.79
3/24/11,2011,3,24,2.16,1.905032277,3.56,3.53,3.56,3.53,2.79
3/25/11,2011,3,25,1.27,1.61454761,3.30,3.34,3.35,3.69,2.54
3/26/11,2011,3,26,1.71,1.260600924,2.79,2.84,2.86,4.01,2.54
3/27/11,2011,3,27,1.06,0.927546859,1.78,1.74,1.76,2.86,1.78
3/28/11,2011,3,28,1.44,1.291481972,2.29,2.35,2.37,2.89,2.54
3/29/11,2011,3,29,1.63,1.710569859,2.79,2.67,2.69,3.26,2.29
3/30/11,2011,3,30,2.14,2.033615589,3.56,3.5,3.53,3.88,2.54
3/31/11,2011,3,31,2.45,3.010404348,5.84,5.87,5.91,4.83,4.57
4/1/11,2011,4,1,1.8,2.339941978,5.59,5.52,5.58,5.58,4.32
4/2/11,2011,4,2,1.19,1.654448032,4.83,4.76,4.78,3.83,3.56
4/3/11,2011,4,3,1.01,1.374577999,4.57,4.47,4.48,3.37,5.08
4/4/11,2011,4,4,0.95,1.225540161,4.32,4.38,4.39,4.65,3.56
4/5/11,2011,4,5,0.73,0.912070692,3.56,3.47,3.48,2.99,2.54
4/6/11,2011,4,6,0.67,0.74244988,2.79,2.89,2.92,3.85,2.79
4/7/11,2011,4,7,0.85,0.41441679,1.52,1.59,1.60,3.19,2.03
4/8/11,2011,4,8,0.97,0.574354947,1.52,1.59,1.60,1.78,2.03
4/9/11,2011,4,9,1.44,0.880856633,2.03,2.14,2.15,1.71,2.03
4/10/11,2011,4,10,2.48,1.947358847,4.32,4.31,4.33,3.61,3.81
4/11/11,2011,4,11,1.94,1.462123036,3.81,3.67,3.69,3.22,2.54
4/12/11,2011,4,12,1.3,1.38905859,3.30,3.27,3.31,3.51,3.30
4/13/11,2011,4,13,1.09,0.892800033,2.29,2.17,2.30,4.27,1.78
4/14/11,2011,4,14,1.9,1.905699015,4.32,4.25,4.26,3.87,4.57
4/15/11,2011,4,15,1.39,1.573880434,3.81,3.9,3.92,4.71,3.56
4/16/11,2011,4,16,2.29,2.002694845,5.33,5.33,5.38,3.82,4.32
4/17/11,2011,4,17,2.52,1.149323106,2.79,2.8,2.84,2.55,2.79
4/18/11,2011,4,18,1.63,0.846036494,1.52,1.63,1.64,1.42,2.03
4/19/11,2011,4,19,4.51,2.777367353,4.57,4.52,4.50,3.34,5.08
4/20/11,2011,4,20,2.96,1.818432808,3.30,3.36,3.38,4.65,3.30
4/21/11,2011,4,21,1.69,1.216217399,2.29,2.33,2.35,3.30,2.54
4/22/11,2011,4,22,2.64,2.177732468,4.32,4.23,4.23,3.99,4.32
4/23/11,2011,4,23,2.1,2.066198587,4.32,4.4,4.41,4.33,4.32
4/24/11,2011,4,24,1.2,1.407042861,3.30,3.22,3.24,5.13,2.79
4/25/11,2011,4,25,2.41,1.089872837,2.54,2.59,2.60,4.18,2.29
4/26/11,2011,4,26,3.52,2.403991938,4.57,4.51,4.53,2.95,5.33
4/27/11,2011,4,27,3.02,2.534915447,5.08,5.18,5.20,4.43,5.08
